danceability (bin);key;track_id (song_features.csv);acousticness;danceability;duration_ms;energy;instrumentalness;liveness;loudness;mode;speechiness;tempo;valence
0.75;11;3Yw09dj3cTXsAzlLjgBfIP;0,0039;0,759;195813;0,479;5,3e-06;0,302;-10,65;1;0,186;140,089;0,347
0.75;4;7txPE73wHbuXYkM1h8zNrG;0,0443;0,755;205147;0,575;0,00127;0,276;-8,392;0;0,0673;85,994;0,493
0.87;10;7cfvP13Bqb1EyCZQiYsLum;0,041;0,878;163973;0,432;0;0,0571;-9,852;0;0,143;86,956;0,441
0.69;8;0HVv5bEOiI9a0QfgcASXpX;0,0884;0,7;210747;0,909;0,000114;0,0778;-6,461;1;0,0628;93,469;0,757
0.48;1;1sPLURKAosM3Jampgp9AWq;0,047;0,487;216333;0,85;0;0,142;-5,427;1;0,25;152,102;0,523
0.72;8;0bAkKNCQfWkexHFn7fIKns;0,00623;0,735;217933;0,482;0,0144;0,448;-9,445;1;0,139;181,995;0,315
0.63;1;2QoOyCFpDo4NblMLP7vBRT;0,738;0,636;226920;0,538;0;0,149;-7,725;1;0,312;83,508;0,514
0.75;1;0w1ZtnzQmtmuuoKxHT0pLL;0,481;0,776;247893;0,482;0,0457;0,11;-11,268;1;0,0356;136,015;0,128
0.66;9;2RAeY8dPj6KmStROfEigjV;0,847;0,689;206027;0,217;0,000123;0,106;-13,539;0;0,0387;92,007;0,272
0.75;0;3jipFRgLyKK0oJoG1pKicx;0,0366;0,766;262453;0,272;0;0,175;-5,696;1;0,041;116,036;0,037
0.78;0;590bUp2TKTfTS9NfiD4Nmn;0,132;0,807;182080;0,321;0,000289;0,1;-8,147;0;0,0571;94,994;0,305
0.87;7;1Jrj3k5L36dPkU6KAclU7g;0,0126;0,888;162800;0,377;0;0,19;-10,142;0;0,339;133,996;0,126
0.78;10;0SVsEdvot6vU4byv5yW0oj;0,152;0,81;157600;0,451;0,0537;0,108;-6,348;0;0,249;85,417;0,359
0.63;2;4IvenHmD0spfFDOKphoUDp;0,0386;0,65;289560;0,429;0;0,139;-13,071;1;0,192;141,855;0,333
0.63;2;16x6tqeSkIjoLEf7SJLlYy;0,458;0,648;207307;0,535;0,00246;0,106;-13,295;1;0,1;168,03;0,444
0.48;10;40IiSjljbAhrSbdJ3HxSfH;0,4;0,5;309560;0,419;0;0,36;-7,349;0;0,39;91,963;0,313
0.45;0;7ijJ5crvsnCvCLJbHpyq3j;0,428;0,461;219960;0,449;8,29e-06;0,115;-10,998;1;0,442;86,505;0,104
0.60;0;3NeiYiBn3rQBgurfVk92Zm;0,144;0,632;197933;0,807;0,0211;0,125;-5,893;1;0,126;160,174;0,784
0.63;7;7jYUaoOfdcYgUvkK8NnFfx;0,0324;0,649;162627;0,883;0,0185;0,0658;-5,058;1;0,0306;135,141;0,779
0.78;9;7glCSQqV5o6NU88Cn4zPZn;0,831;0,793;208080;0,557;4,45e-06;0,103;-5,618;0;0,1;120,118;0,468
0.66;9;6JjPBQfI2Y8nIjnm65X6Pw;0,0561;0,663;235747;0,696;3,77e-05;0,0778;-4,957;0;0,103;180,113;0,738
0.72;2;6Ju28M6P8Y8sLjBgWjyUUD;0,53;0,729;214667;0,675;0;0,0985;-5,62;0;0,0415;116,016;0,332
0.48;9;6nmr64Mo4RD3R1pLshvmoG;0,528;0,507;217413;0,652;0,000501;0,108;-5,872;0;0,0469;118,003;0,191
0.78;2;4dSoDnmR9opAQ8KxUc9SbC;0,006;0,793;199945;0,824;3,29e-06;0,169;-3,476;1;0,177;98,019;0,611
0.75;6;1s2B5cndbqK8rPJEIcKJRQ;0,315;0,754;176133;0,805;0;0,203;-4,249;1;0,0752;93,983;0,555
0.60;5;3T4UodGkfZObJ43RtA5KFU;0,000837;0,611;148460;0,602;0;0,112;-4,89;1;0,0437;168,154;0,624
0.36;5;2yoaXLItTfWNpdFFpdF3Ti;0,28;0,363;221973;0,362;2,03e-06;0,142;-8,516;1;0,0339;146,104;0,179
0.63;7;7FJ7lHtpbWvPKe3zCoeAWC;0,0725;0,641;248493;0,792;0,513;0,175;-6,453;1;0,0272;87,069;0,67
0.66;7;0P2Dxoy0mdzM9NlFQoLZbc;0,0249;0,685;293493;0,631;7,67e-05;0,211;-10,338;1;0,0926;104,126;0,72
0.84;10;6rbhaJsE4uLzpPf8WYSHDK;0,614;0,845;187213;0,663;0;0,114;-5,233;0;0,27;94,215;0,508
0.60;2;1NcXkWB3UwXfMt8izByICb;0,528;0,625;241760;0,366;2,1e-05;0,0958;-8,388;0;0,0331;72,992;0,219
0.57;9;0IJK096XrKQd14Q6fNqW0e;0,022;0,584;180373;0,872;0,927;0,127;-6,636;0;0,0365;84,075;0,818
0.42;0;4T3fNx3CgwDRRYgmFCbD4J;0,0984;0,442;229413;0,585;0,391;0,14;-10,332;0;0,0964;97,565;0,116
0.42;0;3vWzyGTu6Ovo1GdrcJqH6e;0,0468;0,443;233000;0,623;0;0,247;-6,717;0;0,0718;79,365;0,156
0.45;0;4ricyQVd20UQde1jpXCSuJ;0,833;0,452;133867;0,366;0;0,0789;-14,15;0;0,0415;115,006;0,629
0.45;0;155EsNGoXo7XSVF84oTPam;0,0257;0,452;199600;0,685;0;0,11;-4,828;0;0,0385;76,986;0,305
0.45;0;6NMtzpDQBTOfJwMzgMX0zl;0,00146;0,46;145588;0,686;0;0,375;-5,948;0;0,0367;148,054;0,252
0.45;0;44mYhOVgerj2qPjkGDVA6n;0,77;0,473;166000;0,212;0;0,136;-15,018;0;0,0496;96,94;0,576
0.54;0;1BCBBO8VUEFOb6RBct4XDp;0,0459;0,545;280520;0,517;0,00724;0,15;-8,681;0;0,0359;120,044;0,115
0.57;0;6zeeWid2sgw4lap2jV61PZ;0,0765;0,596;229320;0,552;0,334;0,104;-10,278;0;0,097;97,949;0,112
0.60;0;4SZepBIPDRwPaHIjAKwRDb;0,389;0,607;185610;0,609;1,6e-05;0,111;-5,978;0;0,291;74,946;0,556
0.66;0;4aBYzs8RxZMuqyOanNlf8I;0,00569;0,667;201560;0,871;0,00655;0,165;-4,905;0;0,0343;128,042;0,187
0.66;0;2c3qwFINQyRGwyqI97UQiA;0,388;0,689;237983;0,426;0;0,129;-9,449;0;0,0368;90,049;0,411
0.66;0;58TaFP5j5i9swOf584yon2;0,0985;0,689;217828;0,723;0;0,158;-4,052;0;0,0836;160,042;0,288
0.66;0;1TfqLAPs4K3s2rJMoCokcS;0,227;0,692;216933;0,711;0;0,12;-7,498;0;0,0317;125,135;0,875
0.69;0;2OpBganfGk2GVdSlRdxzaX;0,102;0,695;229320;0,586;0,317;0,113;-10,315;0;0,0658;98,035;0,112
0.69;0;5vnpANH92iEajvGwE2oQ6r;0,235;0,701;223583;0,512;5,07e-06;0,135;-6,869;0;0,0969;91,947;0,663
0.69;0;7uqcLJFlSYjVPLUz1vPxkY;0,795;0,712;108035;0,374;0;0,187;-10,215;0;0,511;133,952;0,779
0.75;0;1fLhGF1JfGQYj6EZLndD86;0,356;0,755;205440;0,74;1,05e-05;0,0994;-5,354;0;0,04;116,946;0,33
0.75;0;6ArSQdZWckNt208EzsgUM5;0,68;0,767;121680;0,538;0;0,192;-6,044;0;0,052;81,031;0,343
0.75;0;4mHgYpuGHu99Mw69E83CP2;0,68;0,767;121680;0,538;0;0,192;-6,044;0;0,052;81,031;0,343
0.75;0;6o79O9qBP3OAkWOXajAQIS;0,0834;0,772;128769;0,812;0;0,115;-3,995;0;0,153;97,407;0,655
0.81;0;2jBQmxZpQxF8jJfEdjJ9Qv;0,767;0,841;264920;0,678;0;0,4;-4,664;0;0,189;121,023;0,717
0.84;0;5YeHLHDdQ4nKHk81XFWhCU;0,107;0,847;227387;0,603;7,4e-06;0,106;-4,607;0;0,0397;114,045;0,735
0.87;0;1jo3TwNGCXfNdB5uba3ZVv;0,0989;0,892;253580;0,651;0;0,371;-8,645;0;0,378;105,814;0,599
0.93;0;1hHe7cirScEJWgAS0JFqTL;0,0185;0,951;192907;0,401;0;0,149;-8,92;0;0,411;129,976;0,539
0.30;1;2kJAhu7mesSEkML8zviSNX;0,744;0,317;80467;0,239;0;0,169;-12,036;0;0,0331;78,251;0,391
0.48;1;14JzyD6FlBD5z0wV5P07YI;0,979;0,498;199931;0,104;7,86e-05;0,0895;-14,08;0;0,0621;124,001;0,205
0.57;1;5JEx7HbmvHQQswJCsoo9rA;0,0969;0,574;182623;0,758;0;0,395;-5,029;0;0,0621;144,111;0,492
0.57;1;5rFj8OzffT0iggSjcBaeND;0,513;0,598;246735;0,419;0;0,17;-7,383;0;0,0473;114,938;0,33
0.57;1;5SE57ljOIUJ1ybL9U6CuBH;0,022;0,598;223123;0,775;0;0,0677;-4,035;0;0,0545;129,819;0,687
0.60;1;6AkFxZzBfyzV5RF7mGkASM;0,649;0,607;190027;0,478;0;0,0928;-5,702;0;0,031;88,979;0,255
0.60;1;4zRZAmBQP8vhNPf9i9opXt;0,649;0,607;190027;0,478;0;0,0928;-5,702;0;0,031;88,979;0,255
0.60;1;7uenITonAmg7wXmFd3kkms;0,181;0,624;193510;0,686;0;0,19;-4,809;0;0,0436;160,076;0,223
0.60;1;1yYzuNd0KRyHVJ3NH8apBt;0,128;0,632;164587;0,898;0;0,449;-7,364;0;0,119;162,974;0,797
0.63;1;6LXMUR2rpxFBDo6nilS3yX;0,00483;0,636;217867;0,718;6,51e-06;0,292;-4,833;0;0,0313;143,929;0,437
0.63;1;1wb7Mqon4o1ViLjaLV9f8U;0,113;0,643;198442;0,545;1,82e-05;0,124;-6,526;0;0,0895;128,023;0,286
0.66;1;0zC401uLD0oQFxeM4QW1dk;0,0122;0,664;187333;0,623;1,32e-05;0,0957;-5,357;0;0,158;180,183;0,65
0.66;1;2tpWsVSb9UEmDRxAl1zhX1;0,0654;0,664;257267;0,705;0;0,118;-4,972;0;0,0382;122,016;0,477
0.66;1;6osMzmRHCVETbZMHceLRmh;0,191;0,675;211920;0,23;0;0,104;-10,363;0;0,204;173,962;0,101
0.69;1;6vsV4D8BM6PioRr1UOx0n2;0,479;0,697;180567;0,552;0,127;0,147;-10,271;0;0,196;75,235;0,278
0.69;1;2BgEsaKNfHUdlh97KmvFyo;0,0372;0,697;186987;0,683;0;0,137;-2,881;0;0,117;96,133;0,603
0.69;1;3WefHNGtjexZvi66ZEx9u4;0,185;0,704;207109;0,56;0;0,0948;-6,791;0;0,179;75,003;0,609
0.69;1;3MrTi2XjvQCZm8V1P1ryuR;0,0763;0,708;171681;0,794;0;0,168;-4,409;0;0,306;90,125;0,69
0.72;1;0usLRFLmYXYahKNgXxsuJc;0,0907;0,723;225221;0,906;0;0,0771;-4,778;0;0,279;125,019;0,398
0.72;1;3WDIhWoRWVcaHdRwMEHkkS;0,225;0,737;189973;0,714;3,79e-06;0,267;-6,138;0;0,0367;102,046;0,608
0.72;1;6Gy7rXB6Ku5vIWC7WGWsl3;0,128;0,745;136032;0,715;0;0,182;-3,368;0;0,245;94,513;0,342
0.72;1;7iBEOLwjgoPVOXBNKwdoiq;0,11;0,749;200533;0,664;0;0,296;-5,414;0;0,0591;118,032;0,248
0.72;1;2EhJijFUs0WUmNClDBpYJq;0,122;0,75;102560;0,387;0;0,0993;-10,123;0;0,487;143,019;0,739
0.75;1;5oeKHrUHPT4lUKrDRVlWNp;0,102;0,753;216214;0,736;0;0,189;-6,157;0;0,0865;140,994;0,272
0.75;1;3LHYmz86DxGInsRp3wiiW5;0,161;0,755;294187;0,902;0,00199;0,137;-2,835;0;0,0632;108,992;0,76
0.75;1;6wWaVoUOzLQJHd3bWAUpdZ;0,0716;0,757;194732;0,69;0;0,192;-5,327;0;0,282;132,064;0,914
0.75;1;2dgrYdgguVZKeCsrVb9XEs;0,736;0,759;288640;0,492;0,00989;0,107;-10,338;0;0,12;104,974;0,561
0.75;1;4BiiOzZCrXEzHRLYcYFiD5;0,488;0,773;180120;0,699;3,6e-06;0,0814;-5,982;0;0,0958;104,941;0,513
0.78;1;6pGuOWYOFDcSgmVvFWRWSv;0,212;0,789;147600;0,524;0;0,221;-7,942;0;0,273;138,064;0,343
0.78;1;1gnwGVoG7V08vMX3hyr90x;0,0859;0,805;268400;0,833;0;0,0578;-6,73;0;0,12;109,076;0,703
0.78;1;7c3SbTuufigBWURcICnAWy;0,0859;0,805;268400;0,833;0;0,0578;-6,73;0;0,12;109,076;0,703
0.78;1;71iAechwVKGu26pahzFL0k;0,133;0,806;219587;0,778;0;0,218;-4,577;0;0,0616;95,993;0,84
0.81;1;4w8niZpiMy6qz1mntFA5uM;0,153;0,841;212500;0,798;3,33e-06;0,0618;-4,206;0;0,229;95,948;0,591
0.84;1;1l9G7M8gNyQsgOGWZGoQsT;0,456;0,849;175240;0,493;0,000463;0,133;-4,1;0;0,0417;97,012;0,447
0.84;1;66XXCMX3Na7KNfm5e0tOVZ;0,179;0,853;171270;0,696;0;0,286;-6,179;0;0,246;118,001;0,184
0.84;1;1fvCggAYrW0VtCljtqv4h2;0,175;0,854;162133;0,708;0;0,241;-5,805;0;0,244;118,032;0,172
0.84;1;55xNjVrGJxgqcEFqCyejTM;0,0531;0,864;194810;0,608;1,2e-05;0,078;-10,567;0;0,275;80,225;0,963
0.87;1;78QR3Wp35dqAhFEc2qAGjE;0,103;0,896;145543;0,671;0;0,552;-6,977;0;0,289;112,502;0,358
0.87;1;1BxkZE73h9BN3qwuA15TA3;0,0945;0,9;145603;0,653;0;0,528;-6,962;0;0,289;112,503;0,399
0.90;1;1RagpNpkD3KcjXMLGMe99V;0,12;0,916;195591;0,493;2,63e-06;0,211;-7,371;0;0,162;140,057;0,327
0.90;1;6tpHfEM8eaETzlPOARYWfZ;0,0121;0,932;175775;0,481;0,000497;0,097;-9,499;0;0,162;142,078;0,197
0.90;1;2WqTKOAUmv7hz9ZzGnXHrY;0,207;0,932;222958;0,658;0;0,118;-7,708;0;0,353;109,973;0,695
0.27;2;01z2fBGB8Hl3Jd3zXe4IXR;0,89;0,272;161840;0,238;0,00925;0,275;-12,148;0;0,0349;83,507;0,119
0.48;2;6cX1iTffMIAU8lEWSOYIIO;0,19;0,501;206493;0,486;0;0,103;-6,6;0;0,0298;139,872;0,318
0.48;2;7L8hkKW4hnemNfuOfEZcle;0,29;0,509;240362;0,558;0;0,131;-6,369;0;0,0276;135,879;0,327
0.57;2;5cGpjfgAvidLy6znwkCxkP;0,121;0,578;193243;0,577;0;0,086;-5,997;0;0,202;99,288;0,154
0.63;2;2OQ6a4CfUeYskpTTgyawyJ;0,0156;0,635;156773;0,87;0;0,118;-4,291;0;0,04;93;0,912
0.75;2;6gAySqc7QK27KEASxmc7Ag;0,36;0,77;202827;0,584;0;0,208;-7,453;0;0,226;154,028;0,625
0.78;2;284fVGdbsPtigjjI0jmKXo;0,00212;0,808;142649;0,701;2,1e-05;0,126;-4,837;0;0,0984;158,068;0,154
0.78;2;3L19besdNQzd342qL78xqm;0,0114;0,81;214593;0,55;5,69e-06;0,107;-7,46;0;0,17;76,503;0,183
0.81;2;1lXQskY1Op1KzFG4GVcVpe;0,0416;0,822;232699;0,794;6,02e-05;0,139;-3,821;0;0,0689;79,983;0,837
0.84;2;2i4WKnGYntsN4jEvDjkKBE;0,0372;0,86;246741;0,681;2,51e-06;0,0749;-7,016;0;0,163;153,993;0,846
0.48;3;2lvOt6VAufWlstrqutilVb;0,0023;0,51;157500;0,707;0;0,436;-4,913;0;0,0675;147,853;0,318
0.69;3;1IJH7QjV5V99eJBtKXqGXE;0,611;0,694;234961;0,869;0;0,535;-5,26;0;0,0857;121,996;0,786
0.72;3;2wVDWtLKXunswWecARNILj;0,0861;0,751;169567;0,642;0;0,0953;-5,165;0;0,087;95,045;0,388
0.78;3;3Ol2xnObFdKV9pmRD2t9x8;0,407;0,791;179449;0,587;0;0,148;-5,075;0;0,0413;96,057;0,536
0.81;3;7H0NHzIEzCoIENLC2o8Obj;0,00525;0,827;160644;0,819;0;0,184;-4,302;0;0,148;145,016;0,325
0.84;3;1rlIrbWboTRGeKfHhgbJRZ;0,129;0,853;156195;0,637;0;0,267;-5,924;0;0,331;86,048;0,496
0.21;4;4lftz0V8DZhWSVtL4GrzMH;0,281;0,223;175173;0,146;0;0,256;-16,084;0;0,0321;84,041;0,176
0.33;4;1NJcg626wLln4pGHpiV7mf;0,934;0,351;200186;0,296;0;0,095;-10,109;0;0,0333;115,284;0,12
0.42;4;1snWlbcbgQpJfknoI30DWG;0,164;0,425;211867;0,642;0;0,118;-5,06;0;0,0502;170,008;0,112
0.45;4;4OBZT9EnhYIV17t4pGw7ig;0,795;0,473;209400;0,371;0;0,109;-10,219;0;0,0405;75,208;0,413
0.45;4;2uIX8YMNjGMD7441kqyyNU;0,819;0,475;200560;0,37;0,0577;0,0841;-7,725;0;0,0361;144,828;0,157
0.48;4;06GcodDliPWAYFX2LSFLIu;0,552;0,487;270413;0,458;0,0257;0,117;-7,761;0;0,0371;115,989;0,207
0.48;4;5HCXMBxZIVaVLXpyoqPM3g;0,726;0,506;280493;0,379;0,00458;0,0956;-11,64;0;0,0334;134,985;0,299
0.57;4;1EXotCuzdXR34W1MoP6Um7;0,00923;0,576;204067;0,443;1,88e-06;0,124;-7,477;0;0,0754;180,08;0,452
0.57;4;7Bvp5JUJiyUrMgvH4DR0wH;0,36;0,584;174400;0,786;0,0163;0,372;-4,319;0;0,133;150,06;0,272
0.57;4;1xYpVRspgaLxdJLOTQkTjg;0,221;0,588;338438;0,567;0;0,135;-3,738;0;0,0628;150,009;0,113
0.57;4;7IWTIkiWGWNQyYfOLdMrGD;0,0156;0,594;200322;0,722;0;0,0667;-5,751;0;0,0398;127,877;0,407
0.63;4;3uMpllxUKlpuXHczoHJ0U5;0,122;0,636;232124;0,7;0,000284;0,126;-6,445;0;0,0417;115,948;0,237
0.63;4;2lYTJK94hb0fd1LQtb6Dhk;0,118;0,659;183750;0,738;0;0,115;-5,072;0;0,0477;127,95;0,481
0.66;4;2CWnuF7ht55Ajyeg4WPvWu;0,0322;0,665;209355;0,86;0;0,281;-3,921;0;0,0761;139,973;0,372
0.66;4;0Dn40gxVCMo5TkgS8Ik18Q;0,0175;0,669;196400;0,574;0,00294;0,146;-6,442;0;0,0286;120,013;0,273
0.66;4;4jvjzW7Hm0yK4LvvE0Paz9;0,0175;0,669;196400;0,574;0,00294;0,146;-6,442;0;0,0286;120,013;0,273
0.66;4;4N6KSqFCkI0SMunnlMUJnF;0,00251;0,671;241644;0,808;0,00686;0,0875;-4,385;0;0,0423;94,989;0,518
0.69;4;2zy9TMoZlYGuCNY4TLqG24;0,177;0,694;183747;0,617;0;0,11;-7,838;0;0,0469;127,928;0,496
0.69;4;51NFxnQvaosfDDutk0tams;0,46;0,695;179172;0,573;0,0734;0,482;-8,597;0;0,106;99,939;0,408
0.69;4;4MXhiYIRDMGAuvZc5IFTwC;0,142;0,7;142969;0,46;4,81e-05;0,111;-8,111;0;0,0661;151,901;0,286
0.69;4;11kDth1aKUEUMq9r1pqyds;0,173;0,712;196138;0,481;0;0,241;-5,415;0;0,0487;140;0,062
0.72;4;4spkZ6gRKh827yp6JI6TN1;0,381;0,732;211667;0,681;0,000177;0,111;-7,665;0;0,259;85,041;0,151
0.72;4;0KPiSFlz5OUCgw7nwvhYWe;0,538;0,732;218627;0,69;9,37e-05;0,191;-7,745;0;0,174;117,157;0,636
0.72;4;33zcmmElV1YbRZe57biUjg;0,352;0,746;179693;0,703;0;0,331;-4,179;0;0,107;166,043;0,667
0.72;4;2D3z17LBMJ2HEHeBFFjTLi;0,0165;0,747;158800;0,74;9,94e-05;0,101;-4,325;0;0,191;176,059;0,552
0.75;4;1kaxyXcAi5ZHF3Q94QXsHK;0,273;0,754;214314;0,615;0;0,13;-5,346;0;0,171;140,04;0,345
0.75;4;7rC5Pl8rQSX4myONQHYPBK;0,0456;0,755;205147;0,575;0,00124;0,276;-8,393;0;0,0678;85,987;0,49
0.75;4;5vsRm2aCBl5T2qdpvwtrf6;0,0384;0,757;217933;0,832;0,00241;0,661;-3,318;0;0,0758;125,894;0,386
0.75;4;5KhFaq45chTw8RGfWo8T8J;0,175;0,764;112667;0,711;0;0,105;-3,818;0;0,288;90,076;0,774
0.75;4;58st6r10Ze6QomHs0BMUA8;0,249;0,777;237014;0,668;0;0,0778;-8,837;0;0,107;103,036;0,243
0.78;4;6MJUCumnQsQEKbCy28tbCP;0,291;0,788;207853;0,771;5,62e-05;0,172;-3,206;0;0,0563;99,038;0,701
0.78;4;1KFN3kB4hc6r7ILpifFsqf;0,046;0,792;158005;0,768;3,39e-06;0,067;-5,074;0;0,107;89,917;0,295
0.78;4;4R5xvs5X0phd0EYWyGigju;0,0441;0,798;141508;0,784;0,0129;0,149;-3,545;0;0,0667;93,96;0,653
0.78;4;0QIjsbm2fh1cJ45XO9eGqq;0,00381;0,8;204665;0,578;0;0,359;-5,144;0;0,0485;143,01;0,367
0.78;4;2G1tXoGBaEMJ7FKGnkf6ud;0,00381;0,8;203161;0,578;0;0,367;-5,144;0;0,0485;143,01;0,367
0.78;4;2OsDoAzo5SGq10qwmKSQBv;0,266;0,81;271067;0,458;0;0,174;-7,495;0;0,105;125,049;0,493
0.81;4;2dKtWPLZvbCzwLRliNn8UI;0,00244;0,842;169412;0,567;1,89e-05;0,168;-6,504;0;0,0525;135,991;0,256
0.87;4;2IRZnDFmlqMuOrYOLnZZyc;0,259;0,889;180522;0,496;0;0,252;-6,365;0;0,0905;86,003;0,544
0.93;4;0kCBorRrKZkSztd9m0QI3r;0,00183;0,938;201707;0,5;0;0,077;-10,08;0;0,144;140,011;0,462
0.36;5;0tp6mwUt99QnfY95T30Lqj;0,00882;0,378;183519;0,963;0,00357;0,294;-3,911;0;0,0682;103,406;0,16
0.36;5;3Q33RhbyoFul9LdKKjticI;0,789;0,39;136916;0,266;0,00242;0,116;-11,231;0;0,0566;112,006;0,0383
0.42;5;7KZ5MMVgBVox9ycroB2UrI;0,229;0,428;180183;0,403;0;0,22;-5,914;0;0,209;95,387;0,133
0.45;5;7zC3NyXdjzeebeKmXuGvHC;0,127;0,48;202907;0,944;0,000211;0,0938;-6,775;0;0,178;168,176;0,312
0.51;5;7nD2JPaxIKUdxd2UWgnaGL;0,16;0,512;367680;0,452;0;0,0672;-7,217;0;0,124;80,04;0,364
0.51;5;0wUxh6XMc698xPCfgBaPRV;0,0507;0,532;193399;0,639;0,00131;0,106;-7,419;0;0,0388;105;0,198
0.54;5;5ymVfeMK8cDew5vzntTuc7;0,724;0,571;128400;0,634;0;0,0864;-9,155;0;0,0537;109,575;0,805
0.57;5;6rJmWa5DvQ3Nby3tdcX2L0;0,367;0,6;246088;0,304;5,93e-06;0,0864;-11,969;0;0,0915;61,579;0,17
0.60;5;49ATdDBSasXb6wsHdrB2xQ;0,0176;0,612;193399;0,742;0,000102;0,101;-4,198;0;0,0519;122,052;0,431
0.60;5;1H3oIeKUEHpBhXUiso0IMH;0,231;0,615;209232;0,677;0;0,543;-7,906;0;0,363;170,117;0,608
0.60;5;4Bj3usjRTckEJARO0dLbDf;0,231;0,615;209232;0,677;0;0,543;-7,906;0;0,363;170,117;0,608
0.60;5;66BjcDhhwWCcQIBxHMpKXh;0,0817;0,631;194680;0,649;3,8e-06;0,0934;-5,892;0;0,0385;93,95;0,421
0.63;5;6h5PAsRni4IRlxWr6uDPTP;0,0275;0,646;203000;0,741;0;0,312;-4,973;0;0,034;123,077;0,571
0.63;5;0lG7iyNSstVOLV6faMIHdD;0,0774;0,649;282987;0,587;0;0,377;-10,5;0;0,316;92,871;0,513
0.63;5;52okn5MNA47tk87PeZJLEL;0,298;0,656;212120;0,721;0;0,173;-5,665;0;0,122;148,066;0,468
0.69;5;4Sn5B44sLfQ364FUL98jvN;0,0529;0,704;291200;0,677;0,000114;0,169;-7,601;0;0,0449;119,928;0,0775
0.69;5;1ZPpGPko8oULTmi34rozMh;0,181;0,707;246334;0,791;0;0,102;-4,481;0;0,035;106,985;0,678
0.69;5;63MtMwfhxUvM2cyUNb5Iux;0,114;0,709;192588;0,759;0,000129;0,347;-3,811;0;0,0454;148,011;0,586
0.69;5;1wcYgcBH8WW1kXNezuFBqU;0,032;0,719;223000;0,703;1,14e-05;0,0656;-4,93;0;0,0392;101,984;0,72
0.69;5;0LQ1J0BCzA2qnAgp9MkkNE;0,689;0,719;206550;0,825;0;0,103;-3,627;0;0,0424;100,006;0,789
0.69;5;3uPuEFKEzGTn628CCQZUCF;0,0775;0,72;155653;0,628;5,35e-06;0,0976;-7,192;0;0,0718;90,985;0,591
0.72;5;1Dk3CfJEtqvj7Xg2AWwfEn;0,144;0,752;262400;0,703;0;0,325;-3,417;0;0,213;149,988;0,641
0.75;5;222B3aljXx6fFwKmFjuBED;0,177;0,754;229720;0,854;0;0,0808;-3,449;0;0,0608;75,002;0,8
0.75;5;6rrTr2HEAzlpC4KWZxF3S1;0,173;0,757;228207;0,849;0;0,0878;-3,424;0;0,0536;150,036;0,826
0.75;5;6aHCXTCkPiB4zgXKpB7BHS;0,246;0,761;225698;0,761;0;0,103;-5,721;0;0,0897;121,972;0,483
0.75;5;04MLEeAMuV9IlHEsD8vF6A;0,0215;0,765;192172;0,704;0;0,227;-4,589;0;0,127;147,055;0,498
0.75;5;1yQvL8SzbF5JCroRKk9F07;0,192;0,766;191724;0,692;0;0,0846;-5,312;0;0,0915;120,011;0,446
0.75;5;4CH66Rxcjcj3VBHwmIBj4T;0,0643;0,78;94246;0,492;0,0313;0,174;-3,4;0;0,0671;143,983;0,374
0.75;5;22An65gG31JLf9n18qjdhZ;0,0643;0,78;94246;0,492;0,0313;0,174;-3,4;0;0,0671;143,983;0,374
0.78;5;2Am26UXisQ91vBLYdqd7Pa;0,0413;0,788;211853;0,726;0;0,121;-4,9;0;0,198;144,983;0,488
0.78;5;0WdGQhoAP2LBsqr5Jhit2g;0,0788;0,799;199849;0,597;5,66e-06;0,1;-5,131;0;0,0611;110,001;0,419
0.78;5;5SDCeGVT08a1RMXIBJF2O5;0,0949;0,799;199853;0,604;5,33e-06;0,124;-5,134;0;0,0634;109,999;0,405
0.78;5;17UUYZ290omPaJY4wKeyHh;0,0273;0,8;170133;0,841;0;0,291;-2,817;0;0,0524;94,021;0,798
0.78;5;6vnfObZ4Ys70SBAtti1xZ9;0,0862;0,81;209116;0,582;0,00681;0,207;-5,098;0;0,125;95,004;0,503
0.81;5;7L95O7D34EWhwtDCQkwGMR;0,114;0,818;184960;0,443;0;0,412;-11,444;0;0,404;74,491;0,722
0.81;5;278kSqsZIiYp8p3QjYAqa8;0,556;0,826;236216;0,449;1,85e-05;0,273;-8,33;0;0,0674;128,028;0,337
0.81;5;5iUQMwxUPdJBFeGkePtM66;0,00826;0,836;305350;0,67;0,000355;0,0837;-6,907;0;0,23;107,018;0,556
0.84;5;5yH8pYxNckOU1cxfPsMIaz;0,7;0,848;171998;0,933;2,81e-06;0,184;-3,306;0;0,106;139,998;0,506
0.84;5;2sCkQ5AoGNKy0urYd2E3BT;0,152;0,863;138240;0,901;0;0,526;-5,244;0;0,303;125,009;0,584
0.87;5;5gub2bpJRgJP4m4MliqtdV;0,368;0,901;203267;0,464;1,71e-05;0,238;-9,789;0;0,0645;109,004;0,638
0.87;5;1fewSx2d5KIZ04wsooEBOz;0,368;0,901;203267;0,464;1,71e-05;0,238;-9,789;0;0,0645;109,004;0,638
0.90;5;39RWYLt6hgk9BbhkDgaHW9;0,0171;0,92;159755;0,458;0;0,107;-5,643;0;0,315;132,992;0,403
0.90;5;5vdp5UmvTsnMEMESIF2Ym7;0,112;0,933;214653;0,528;0,312;0,163;-6,472;0;0,161;109,967;0,754
0.93;5;5stbfxsPi8gcOH2LCuA4Le;0,0187;0,96;191360;0,55;0;0,112;-8,012;0;0,197;130,022;0,798
